2023/06/21,17636634531687304930137;17636634531687342341570;17636634531687308651955,07:48-07:52;18:12-18:16;08:50-08:58,14.0,2100,0
2023/06/20,17636634531687259909447;17636634531687255905401;17636634531687221960136;17636634531687218477903,19:18-19:28;18:11-18:19;08:46-08:53;07:48-07:51,27.0,4050,0
2023/06/19,17636634531687174486456;17636634531687171389738;17636634531687137395421;17636634531687132620038,19:34-20:04;18:43-18:51;09:16-09:24;07:57-08:06,54.0,8100,0
2023/06/26,17636634531687740187571;17636634531687736921292;17636634531687787262838;17636634531687779345963;17636634531687774414349,08:43-08:54;07:48-07:52;21:47-22:13;19:35-21:35;18:13-18:22,166.0,24900,1
2023/06/25,17636634531687695900562;17636634531687693378254;17636634531687689091999;17636634531687654479171;17636634531687650985086,20:25-20:44;19:43-20:02;18:31-18:35;08:54-09:14;07:56-08:01,65.0,9750,0
2023/06/22,17636634531687444570808,22:36-00:31,115.0,17250,1
2023/06/28,17636634531687913246009;17636634531687909250437;17636634531687952065934;17636634531687947410134,08:47-08:55;07:40-07:47;19:34-19:41;18:16-18:20,23.0,3450,0
2023/06/27,17636634531687869654532;17636634531687865285166;17636634531687861131325;17636634531687826932605;17636634531687823460010,20:40-22:36;19:28-19:33;18:18-18:26;08:48-09:00;07:51-08:04,151.0,22650,1
2023/07/02,17636634531688304020062,21:20-21:33,12.0,1800,0
2023/06/30,17636634531688119976535;17636634531688086132187;17636634531688082541457,18:12-18:52;08:48-09:00;07:49-08:08,69.0,10350,0
2023/06/29,17636634531688038443372;17636634531688034477258;17636634531688000811507;17636634531687997550667,19:34-19:37;18:28-18:33;09:06-09:13;08:12-08:26,27.0,4050,0
2023/07/06,17636634531688601362052;17636634531688654046002;17636634531688648323248;17636634531688639111075;17636634531688604705039,07:56-08:02;22:34-22:44;20:58-21:19;18:25-18:31;08:51-09:05,56.0,8400,0
2023/07/05,17636634531688556265711;17636634531688551632384;17636634531688517785273;17636634531688514309565,19:24-19:28;18:07-18:17;08:43-08:52;07:45-07:49,27.0,4050,0
2023/07/04,17636634531688465797985;17636634531688427900874,18:17-18:20;07:45-07:50,8.0,1200,0
2023/07/03,17636634531688384869871;17636634531688381971903;17636634531688343780246,19:47-22:02;18:59-19:04;08:23-10:18,254.0,38100,1
2021/11/09,17636634531636416489054;17636634531636454397401,08:08-08:13;18:40-18:45,10.0,1500,0
2021/11/08,17636634531636367759545;17636634531636330411968,18:36-18:43;08:13-08:19,12.0,1800,0
2021/11/06,17636634531636194962626;17636634531636157833375,18:36-19:17;08:17-08:22,46.0,6900,0
2021/11/05,17636634531636111745720;17636634531636071096832,19:29-19:35;08:11-08:17,12.0,1800,0
2021/11/04,17636634531635984979538,08:16-08:24,8.0,1200,0
2023/07/10,17636634531688984661248;17636634531688950161037;17636634531688946587454,18:24-18:29;08:49-09:12;07:49-08:49,85.0,12750,0
2023/07/07,17636634531688732897657;17636634531688725989544;17636634531688691910377,20:28-20:46;18:33-18:48;09:05-09:14,41.0,6150,0
2023/07/12,17636634531689156551736;17636634531689134477654;17636634531689122770855;17636634531689119260708;17636634531689119173118;17636634531689163374894;17636634531689160576268,18:09-19:15;12:01-12:06;08:46-09:06;07:48-08:25;07:46-07:46;20:02-21:58;19:16-19:28,254.0,38100,0
2023/07/11,17636634531689078469325;17636634531689074110788;17636634531689070386825;17636634531689036072571;17636634531689032837921,20:27-20:43;19:15-20:20;18:13-18:25;08:41-09:44;07:47-07:50,156.0,23400,0
2023/07/14,17636634531689295226408;17636634531689291809134;17636634531689334432832;17636634531689329475395;17636634531689306806593,08:40-08:53;07:43-08:39;19:33-20:49;18:12-18:18;11:53-12:03,159.0,23850,0
2023/07/13,17636634531689252386812;17636634531689247251539;17636634531689243052781;17636634531689221248703;17636634531689209024753;17636634531689205395228,20:46-22:47;19:20-20:45;18:11-18:46;12:07-12:09;08:43-08:52;07:43-07:48,255.0,38250,0
2023/07/18,17636634531689675548285;17636634531689649736348;17636634531689640982861;17636634531689637586578;17636634531689678912795,18:19-18:29;11:09-11:41;08:43-08:52;07:46-07:52;19:15-19:31,72.0,10800,0
2023/07/17,17636634531689594384311;17636634531689556576783;17636634531689551236368,19:46-22:38;09:16-09:23;07:47-07:51,182.0,27300,0
2023/07/20,17636634531689822672128;17636634531689814837007;17636634531689811504027;17636634531689852281125,11:11-11:47;09:00-09:12;08:05-08:58;19:24-21:06,201.0,30150,0
2023/07/19,17636634531689765486493;17636634531689761744384;17636634531689738980025;17636634531689738909180;17636634531689727316824;17636634531689723949920,19:18-19:22;18:15-18:22;11:56-12:07;11:55-11:56;08:41-08:49;07:45-07:51,33.0,4950,0
